date,index,sumHC,sumHP,vid,city,state,state_abbr,lat,long
2015-01-01T00:00:00+01:00,578.9013143216898,0.5789013143216898,0,METER000917,Istanbul,TUR,34,41.0186,28.9647
2015-01-01T00:00:00+01:00,592.2212310312518,0.5922212310312518,0,METER000918,Holiare,SVK,2,47.8333,17.8167
2015-01-01T00:00:00+01:00,591.4474284296471,0.591447428429647,0,METER000919,Porto,PRT,17,41.15,-8.6167
2015-01-01T00:00:00+01:00,651.5198719365648,0.6515198719365648,0,METER000920,Slovenj Gradec,SVN,C2,46.4719,15.0836
2015-01-01T00:00:00+01:00,594.6123593224875,0.5946123593224875,0,METER000921,Mariestad,SWE,28,58.7,13.8167
2015-01-01T00:00:00+01:00,578.2692466158261,0.5782692466158261,0,METER000922,Lisbon,PRT,14,38.7167,-9.1333
2015-01-01T00:00:00+01:00,597.642360072767,0.597642360072767,0,METER000923,Mieczyslawowo,POL,68,52.3667,18.8
2015-01-01T00:00:00+01:00,590.0489557446294,0.5900489557446295,0,METER000924,Krak�w,POL,77,50.0833,19.9167
2015-01-01T00:00:00+01:00,576.0754125704308,0.5760754125704308,0,METER000925,Bara�na,BRA,22,-5.08,-37.6167
2015-01-01T00:00:00+01:00,645.0052518875351,0.6450052518875351,0,METER000926,Pradelles,FRA,B4,50.7338,2.6043
2015-01-01T00:00:00+01:00,624.9958050606176,0.6249958050606176,0,METER000927,Nordschwaben,DEU,1,47.6167,7.8167
2015-01-01T00:00:00+01:00,574.9441750171927,0.5749441750171927,0,METER000928,�oux,FRA,B3,43.2729,0.8866
2015-01-01T00:00:00+01:00,620.8084734991616,0.6208084734991616,0,METER000929,Wildenberg,DEU,2,48.7,13.3833
2015-01-01T00:00:00+01:00,605.4181321383718,0.6054181321383718,0,METER000930,Bizanet,FRA,A9,43.1642,2.8703
2015-01-01T00:00:00+01:00,601.4645697036356,0.6014645697036356,0,METER000931,Montois-la-montagne,FRA,B2,49.2175,6.023
2015-01-01T00:00:00+01:00,612.166804873276,0.612166804873276,0,METER000932,Mesa,USA,WA,46.5763,-119.0067
2015-01-01T00:00:00+01:00,605.5730538705075,0.6055730538705075,0,METER000933,Mount Vernon,USA,GA,32.1825,-82.6023
2015-01-01T00:00:00+01:00,565.5196789751909,0.565519678975191,0,METER000934,Moscow,RUS,48,55.7522,37.6156
2015-01-01T00:00:00+01:00,567.8826119892071,0.5678826119892072,0,METER000935,Little Elm,USA,TX,33.1809,-96.9177
2015-01-01T00:00:00+01:00,627.0161792857108,0.6270161792857109,0,METER000936,Guilberville,FRA,99,48.9888,-0.9436
2015-01-01T00:00:00+01:00,579.5145716824715,0.5795145716824714,0,METER000937,Ras El Ma,MAR,21,35.1333,-2.5833
2015-01-01T00:00:00+01:00,604.0265249011928,0.6040265249011928,0,METER000938,Betpouey,FRA,B3,42.8833,0.0333
2015-01-01T00:00:00+01:00,601.6940706894062,0.6016940706894062,0,METER000939,Darragh,USA,PA,40.2594,-79.6735
2015-01-01T00:00:00+01:00,598.6758276331287,0.5986758276331288,0,METER000940,Great Cornard,GBR,N5,52.0706,0.7619
2015-01-01T00:00:00+01:00,569.6782130732454,0.5696782130732454,0,METER000941,Barallobre,ESP,58,43.4567,-8.1738
2015-01-01T00:00:00+01:00,573.6798411415374,0.5736798411415374,0,METER000942,Westrozebeke,BEL,9,50.9333,3.0167
2015-01-01T00:00:00+01:00,589.664380751284,0.589664380751284,0,METER000943,Saint-chamant,FRA,98,45.091,2.4388
2015-01-01T00:00:00+01:00,623.3213066877447,0.6233213066877448,0,METER000944,Fitionesti,ROU,38,45.9833,27.05
2015-01-01T00:00:00+01:00,622.8513558813145,0.6228513558813145,0,METER000945,N�oi Epiv�tai,GRC,13,40.5003,22.9111
2015-01-01T00:00:00+01:00,606.3988494614767,0.6063988494614767,0,METER000946,Starogard Gdanski,POL,82,53.9689,18.5354
2015-01-01T00:00:00+01:00,607.6806717542785,0.6076806717542785,0,METER000947,Boulogne,FRA,A8,48.8357,2.2473
2015-01-01T00:00:00+01:00,591.1745644453538,0.5911745644453538,0,METER000948,Bockenem,DEU,6,52.0167,10.1333
2015-01-01T00:00:00+01:00,572.3276067267169,0.5723276067267169,0,METER000949,Lakewood,AUS,8,-30.8,121.5333
2015-01-01T00:00:00+01:00,618.1274760680898,0.6181274760680898,0,METER000950,Gapsted,AUS,7,-36.5167,146.6833
2015-01-01T00:00:00+01:00,626.7581322660674,0.6267581322660674,0,METER000951,Kiel,DEU,10,54.3333,10.1333
2015-01-01T00:00:00+01:00,628.7148580179681,0.6287148580179681,0,METER000952,Ratheim,DEU,7,51.0667,6.1833
2015-01-01T00:00:00+01:00,591.2435764993102,0.5912435764993101,0,METER000953,Eyal,ISR,2,32.2094,34.9786
2015-01-01T00:00:00+01:00,616.3648247780671,0.6163648247780672,0,METER000954,Plunge,LTU,63,55.9114,21.8442
2015-01-01T00:00:00+01:00,616.1921507735445,0.6161921507735445,0,METER000955,Catarina,NIC,11,11.9167,-86.0833
2015-01-01T00:00:00+01:00,603.5007662032116,0.6035007662032116,0,METER000956,M�rel,DEU,10,54.1167,9.7333
2015-01-01T00:00:00+01:00,619.0141182307455,0.6190141182307455,0,METER000957,Ur�a,ESP,34,43.0778,-6.8522
2015-01-01T00:00:00+01:00,609.0903825449254,0.6090903825449254,0,METER000958,Doulcon,FRA,B2,49.3799,5.1665
2015-01-01T00:00:00+01:00,612.0380583825793,0.6120380583825793,0,METER000959,Gunnarsrud,SWE,22,59.1,13.1167
2015-01-01T00:00:00+01:00,600.8051535402285,0.6008051535402286,0,METER000960,La Matanza,ESP,60,38.1423,-1.0002
2015-01-01T00:00:00+01:00,598.2037893523071,0.5982037893523071,0,METER000961,Springfield,USA,MA,42.1064,-72.5907
2015-01-01T00:00:00+01:00,607.9541635383964,0.6079541635383964,0,METER000962,Solna,SWE,26,59.3667,18.0167
2015-01-01T00:00:00+01:00,610.6321915324403,0.6106321915324403,0,METER000963,Vittuone,ITA,9,45.5034,8.9422
2015-01-01T00:00:00+01:00,583.6022158053129,0.5836022158053129,0,METER000964,Canastota,USA,NY,43.0715,-75.7654
2015-01-01T00:00:00+01:00,591.6396490594096,0.5916396490594097,0,METER000965,Cogeces Del Monte,ESP,55,41.4952,-4.3552
2015-01-01T00:00:00+01:00,614.1476269094085,0.6141476269094085,0,METER000966,Ogden,USA,AR,33.5872,-93.9439
2015-01-01T00:00:00+01:00,610.3469305908807,0.6103469305908806,0,METER000967,,SVN,68,46.1667,14.7
2015-01-01T00:00:00+01:00,590.0483589765898,0.5900483589765898,0,METER000968,Santo Ant�o Do Tojal,PRT,14,38.8515,-9.1397
2015-01-01T00:00:00+01:00,584.2328295788417,0.5842328295788417,0,METER000969,Dzerzhinsk,RUS,51,56.074,43.5879
2015-01-01T00:00:00+01:00,590.1115287304989,0.5901115287304989,0,METER000970,Carlazzo,ITA,9,46.05,9.15
2015-01-01T00:00:00+01:00,644.5095087332286,0.6445095087332287,0,METER000971,Bosna,BIH,1,44.1311,18.0344
2015-01-01T00:00:00+01:00,604.1952249246234,0.6041952249246234,0,METER000972,Le Mont,CHE,23,46.5577,6.6346
2015-01-01T00:00:00+01:00,659.6445418761365,0.6596445418761365,0,METER000973,Ziano Piacentino,ITA,5,45,9.4
2015-01-01T00:00:00+01:00,601.7028454582008,0.6017028454582009,0,METER000974,Plou�nan,FRA,A2,48.6333,-4
2015-01-01T00:00:00+01:00,613.4046029701188,0.6134046029701189,0,METER000975,Gliwice,POL,83,50.2833,18.6667
2015-01-01T00:00:00+01:00,597.7187043350951,0.5977187043350951,0,METER000976,Chino Hills,USA,CA,33.9473,-117.7289
2015-01-01T00:00:00+01:00,617.2905119946871,0.6172905119946871,0,METER000977,Lotsmanskaya Kamenka,UKR,4,48.4167,35.0667
2015-01-01T00:00:00+01:00,617.5308032050162,0.6175308032050163,0,METER000978,Quesnoy,BEL,3,50.5,3.4
2015-01-01T00:00:00+01:00,588.1861131517577,0.5881861131517577,0,METER000979,Altwiller,FRA,C1,48.9302,6.9828
2015-01-01T00:00:00+01:00,604.7497680582227,0.6047497680582227,0,METER000980,Genoa,ITA,8,44.4063,8.9339
2015-01-01T00:00:00+01:00,613.1898861543272,0.6131898861543271,0,METER000981,Lisbon,PRT,14,38.7167,-9.1333
2015-01-01T00:00:00+01:00,621.2761301924758,0.6212761301924757,0,METER000982,Trelleborg,SWE,27,55.3751,13.1569
2015-01-01T00:00:00+01:00,571.1828127923956,0.5711828127923956,0,METER000983,Carshalton,GBR,N8,51.35,-0.15
2015-01-01T00:00:00+01:00,611.3579757670562,0.6113579757670563,0,METER000984,S�o Paulo,BRA,27,-23.4733,-46.6658
2015-01-01T00:00:00+01:00,607.0946745018144,0.6070946745018144,0,METER000985,Leaf Rapids,CAN,MB,56.4629,-100.0058
2015-01-01T00:00:00+01:00,611.6104984567565,0.6116104984567565,0,METER000986,Montreal,CAN,QC,45.5,-73.5833
2015-01-01T00:00:00+01:00,588.3200134127948,0.5883200134127948,0,METER000987,Valtice,CZE,78,48.7418,16.7578
2015-01-01T00:00:00+01:00,603.9802201624849,0.6039802201624849,0,METER000988,Taurignan-vieux,FRA,B3,43.0218,1.1244
2015-01-01T00:00:00+01:00,618.8904772813984,0.6188904772813983,0,METER000989,Valev�g,NOR,7,59.6995,5.4724
2015-01-01T00:00:00+01:00,604.594218668496,0.6045942186684959,0,METER000990,Belair,FRA,98,45.5,3.5167
2015-01-01T00:00:00+01:00,588.4813383452017,0.5884813383452018,0,METER000991,Giddarbaha,IND,23,30.2,74.6667
2015-01-01T00:00:00+01:00,581.6209770428553,0.5816209770428553,0,METER000992,Gro� Santersleben,DEU,14,52.1833,11.45
2015-01-01T00:00:00+01:00,590.831755163097,0.590831755163097,0,METER000993,Taldom,RUS,47,56.8,37.55
2015-01-01T00:00:00+01:00,605.8447892136599,0.6058447892136599,0,METER000994,Candes-saint-martin,FRA,A3,47.2117,0.0737
2015-01-01T00:00:00+01:00,614.0381135333174,0.6140381135333174,0,METER000995,�krarna,SWE,3,60.9167,16.6667
2015-01-01T00:00:00+01:00,603.3421577705143,0.6033421577705143,0,METER000996,Sarnia,CAN,ON,42.9784,-82.3882
2015-01-01T00:00:00+01:00,584.6979457072425,0.5846979457072425,0,METER000997,Merville,PHL,L7,14.5007,121.0292
2015-01-01T00:00:00+01:00,625.5837599277713,0.6255837599277714,0,METER000998,Santana Dos Tiradentes,BRA,21,-22.2553,-43.1931
2015-01-01T00:00:00+01:00,593.448783436809,0.593448783436809,0,METER000999,Brownsdale,CAN,NL,48.0333,-53.1167
2015-01-01T00:00:00+01:00,581.5557610264186,0.5815557610264186,0,METER001000,East Butterwick,GBR,J3,53.55,-0.7333
2015-01-01T01:00:00+01:00,617.2090964530759,1.2358977624154306,0,METER000001,Rotterdam,NLD,11,51.9633,4.4997
2015-01-01T01:00:00+01:00,614.4009290625163,1.2218480623684347,0,METER000002,Mazoba,ESP,39,43.4167,-3.5833
2015-01-01T01:00:00+01:00,643.8957383848569,1.2106181134743794,0,METER000003,Calv�rde,DEU,14,52.4,11.3
2015-01-01T01:00:00+01:00,549.3591382535559,1.1602114144120224,0,METER000004,Fars�,DNK,7,56.7833,9.35
2015-01-01T01:00:00+01:00,610.9296898471202,1.2105246582185631,0,METER000005,Isola,ITA,9,46.4333,9.3167
2015-01-01T01:00:00+01:00,566.1169986806424,1.196383102017146,0,METER000006,Allahabad,IND,36,25.45,81.85
2015-01-01T01:00:00+01:00,621.1180708446324,1.2145866877214433,0,METER000007,Hundeshagen,DEU,15,51.4333,10.2833
2015-01-01T01:00:00+01:00,621.9733285179279,1.233525945556294,0,METER000008,Sant Cugat Del Vall�s,ESP,56,41.4714,2.0818
2015-01-01T01:00:00+01:00,599.804678741772,1.2122937205274649,0,METER000009,Durango,USA,IA,42.5386,-90.8399
2015-01-01T01:00:00+01:00,639.7642893733043,1.2760159023274527,0,METER000010,Surendorf,DEU,10,54.4833,10.0667
2015-01-01T01:00:00+01:00,598.2804718858952,1.2053837851652145,0,METER000011,Pont Du Loup,FRA,B8,43.7142,6.9935
2015-01-01T01:00:00+01:00,584.7525039122932,1.2098859379900546,0,METER000012,Sultan Hamud,KEN,8,-2.0167,37.3667
2015-01-01T01:00:00+01:00,636.4465498766408,1.219696829715501,0,METER000013,Casal De Al�m,PRT,7,40.2056,-8.6533
2015-01-01T01:00:00+01:00,596.2236975421907,1.196027791011106,0,METER000014,Milwaukee,USA,WI,43.0389,-87.9065
2015-01-01T01:00:00+01:00,615.9524219615453,1.2051590237807577,0,METER000015,Grete,DEU,6,53.15,7.5333
2015-01-01T01:00:00+01:00,550.0916222667819,1.1154242121674924,0,METER000016,Sedliste,CZE,87,49.5292,13.6344
2015-01-01T01:00:00+01:00,616.3477438219962,1.224609054428397,0,METER000017,Y�sero,ESP,52,42.6191,-0.2502
2015-01-01T01:00:00+01:00,601.9344333168253,1.2079823270285106,0,METER000018,Toronto,CAN,ON,43.6667,-79.4167
2015-01-01T01:00:00+01:00,587.664592064406,1.1885333075930302,0,METER000019,Duluth,USA,GA,33.9595,-84.105
2015-01-01T01:00:00+01:00,573.0579194455987,1.182413368617908,0,METER000020,Scarborough,ZAF,11,-34.1989,18.3776
2015-01-01T01:00:00+01:00,604.7034696953004,1.2215335366013989,0,METER000021,Salehabad,IRN,10,33.4697,46.188
2015-01-01T01:00:00+01:00,563.0148050896836,1.1347629580602925,0,METER000022,�lesund,NOR,8,62.4723,6.1549
2015-01-01T01:00:00+01:00,613.5054456832005,1.202227487458217,0,METER000023,Calarasi,ROU,41,44.2,27.3333
2015-01-01T01:00:00+01:00,577.1217643427294,1.1635081631473991,0,METER000024,Gloucester,CAN,ON,45.4167,-75.6
2015-01-01T01:00:00+01:00,610.8050374676957,1.2104742039457772,0,METER000025,Linn Grove,USA,IN,40.645,-85.033
2015-01-01T01:00:00+01:00,613.4280062004383,1.222776465230316,0,METER000026,San Fernando,PHL,50,15.043,120.7227
2015-01-01T01:00:00+01:00,599.2235116159429,1.2121728366657032,0,METER000027,Opat�wek,POL,86,51.7341,18.2223
2015-01-01T01:00:00+01:00,569.2350580889076,1.1796185403795514,0,METER000028,Obersdorf,AUT,3,48.3667,16.5167
2015-01-01T01:00:00+01:00,614.2774216735062,1.2347529425920525,0,METER000029,Williamson,USA,WV,37.7159,-82.2369
2015-01-01T01:00:00+01:00,597.8197829818358,1.1685382300243508,0,METER000030,Vaugneray,FRA,B9,45.7372,4.6587
2015-01-01T01:00:00+01:00,608.5801571329818,1.2049934235997555,0,METER000031,Caraffa Del Bianco,ITA,3,38.1,16.1
2015-01-01T01:00:00+01:00,584.8160101650792,1.1528521068987807,0,METER000032,Waarder,NLD,11,52.0611,4.8182
2015-01-01T01:00:00+01:00,578.2369788253318,1.1495254700239586,0,METER000033,Toronto,CAN,ON,43.6667,-79.4167
2015-01-01T01:00:00+01:00,612.5327985833849,1.212172902228972,0,METER000034,Cantanhede,PRT,7,40.35,-8.6
2015-01-01T01:00:00+01:00,583.537791480314,1.180791390841765,0,METER000035,�dsm�l,SWE,28,58.1,11.85
2015-01-01T01:00:00+01:00,586.3551715684728,1.196407736360652,0,METER000036,Nassington,GBR,J9,52.55,-0.4167
2015-01-01T01:00:00+01:00,617.3044407486746,1.2410033434298475,0,METER000037,Whitchurch,GBR,A4,51.4069,-2.5558
2015-01-01T01:00:00+01:00,605.7272422346372,1.1795280307510876,0,METER000038,Cascavel,BRA,18,-24.95,-53.4667
2015-01-01T01:00:00+01:00,615.0557430366109,1.169170080402769,0,METER000039,Miami,USA,FL,25.7743,-80.1937
2015-01-01T01:00:00+01:00,633.413522417032,1.2188655131065367,0,METER000040,Lavall�e,FRA,B2,48.8143,5.3435
2015-01-01T01:00:00+01:00,592.0191779781238,1.1877519142270143,0,METER000041,Ploiesti,ROU,30,44.95,26.0167
2015-01-01T01:00:00+01:00,623.1484761720166,1.213256808636435,0,METER000042,Toronto,CAN,ON,43.6667,-79.4167
2015-01-01T01:00:00+01:00,591.8340534924181,1.1968133791342053,0,METER000043,Sanliurfa,TUR,63,37.1671,38.7939
2015-01-01T01:00:00+01:00,588.1085630595554,1.231887194232795,0,METER000044,Beechamwell,GBR,I9,52.6167,0.5833
2015-01-01T01:00:00+01:00,619.6191677874401,1.2100911529417668,0,METER000045,Oberwiesenthal,DEU,13,50.4194,12.9684
2015-01-01T01:00:00+01:00,594.1452302739582,1.2027034777959125,0,METER000046,Pannone,ITA,17,45.8774,10.9357
2015-01-01T01:00:00+01:00,594.1046431107751,1.175674869173392,0,METER000047,Lososina Gorna,POL,46,49.7333,20.4
2015-01-01T01:00:00+01:00,618.2373254600196,1.2278888905793046,0,METER000048,Brantford,CAN,ON,43.1438,-80.26
2015-01-01T01:00:00+01:00,590.406269786805,1.2098917617471339,0,METER000049,Langenburg,DEU,1,49.2544,9.8458
2015-01-01T01:00:00+01:00,616.7349564131956,1.2076592125725183,0,METER000050,Gr�nby,SWE,25,59.5667,16.2
2015-01-01T01:00:00+01:00,578.9053354428258,1.1979339243638165,0,METER000051,Arad,ROU,2,46.1833,21.3167
2015-01-01T01:00:00+01:00,590.7888945976748,1.1647481305942002,0,METER000052,Elst,NLD,9,51.9192,5.8417
2015-01-01T01:00:00+01:00,596.2226996293211,1.1978860427652276,0,METER000053,Yuzawa,JPN,29,36.9333,138.8167
2015-01-01T01:00:00+01:00,607.3098449171341,1.193567542174007,0,METER000054,Pedjaten Tiga,IDN,30,-6.2767,106.8414
2015-01-01T01:00:00+01:00,609.2416412606132,1.212176230061878,0,METER000055,Raudondvario,LTU,57,54.9333,23.8
2015-01-01T01:00:00+01:00,604.8809061432759,1.189521771454333,0,METER000056,Lentella,ITA,1,42,14.6667
2015-01-01T01:00:00+01:00,598.6725149038563,1.2060516884216195,0,METER000057,Wodonga,AUS,7,-36.1218,146.8881
2015-01-01T01:00:00+01:00,626.3235426959295,1.2072651977664075,0,METER000058,Prasice,SVK,6,48.6429,18.1109
2015-01-01T01:00:00+01:00,565.0823381613566,1.1928166713596653,0,METER000059,Oaxaca,MEX,20,17.0092,-96.7258
2015-01-01T01:00:00+01:00,615.4992014508945,1.225786730135832,0,METER000060,Jevnica,SVN,4,46.0833,14.7333
2015-01-01T01:00:00+01:00,610.718202561362,1.2128430345937646,0,METER000061,Whitechapel,GBR,I8,51.5167,-0.05
2015-01-01T01:00:00+01:00,604.0284399171877,1.1944526036940621,0,METER000062,Mattmar,SWE,7,63.3167,13.8333
2015-01-01T01:00:00+01:00,570.3591030457562,1.1830921282538243,0,METER000063,Gwelup,AUS,8,-31.8716,115.7948
2015-01-01T01:00:00+01:00,613.1142880673026,1.222314339108092,0,METER000064,Holm,SWE,6,56.7333,12.85
2015-01-01T01:00:00+01:00,514.9812714775923,1.1029654934576387,0,METER000065,Timon,BRA,13,-5.1,-42.8167
2015-01-01T01:00:00+01:00,603.8457154385073,1.2074060547507728,0,METER000066,Roquelaure-saint-aubin,FRA,B3,43.6681,0.9811
2015-01-01T01:00:00+01:00,603.5391439989943,1.2009135021802126,0,METER000067,S�o Paulo,BRA,27,-23.4733,-46.6658
2015-01-01T01:00:00+01:00,628.0691513302711,1.2472954878049127,0,METER000068,Westertimke,DEU,6,53.2333,9.1333
2015-01-01T01:00:00+01:00,600.3890895820309,1.197019467131881,0,METER000069,Antigonish,CAN,NS,45.6167,-61.9667
2015-01-01T01:00:00+01:00,582.308888335514,1.156474231461266,0,METER000070,Naples,USA,TX,33.191,-94.5799
2015-01-01T01:00:00+01:00,587.632746202934,1.1310120666421453,0,METER000071,Gorenflos,FRA,B6,50.0965,2.0495
2015-01-01T01:00:00+01:00,596.4962808088799,1.2041496944691596,0,METER000072,Harold Wood,GBR,F6,51.5833,0.2333
2015-01-01T01:00:00+01:00,605.8498308399905,1.1787226828233126,0,METER000073,Ch�tel-de-joux,FRA,A6,46.5265,5.792
2015-01-01T01:00:00+01:00,612.7775866634461,1.228157932638565,0,METER000074,Serock,POL,45,51.5667,22.5333
2015-01-01T01:00:00+01:00,582.1001224419166,1.144767358808414,0,METER000075,Etobicoke,CAN,ON,43.7,-79.5667
2015-01-01T01:00:00+01:00,598.7936110425593,1.1765557041167953,0,METER000076,Bocksdorf,AUT,1,47.1333,16.1667
2015-01-01T01:00:00+01:00,580.6783810605361,1.2010353545502663,0,METER000077,Morlanwelz,BEL,3,50.45,4.2333
2015-01-01T01:00:00+01:00,581.7416355864309,1.1607310513010212,0,METER000078,Mississauga,CAN,ON,43.6,-79.65
2015-01-01T01:00:00+01:00,613.9493630472983,1.207493221160802,0,METER000079,Brooks,USA,KY,38.057,-85.7758
2015-01-01T01:00:00+01:00,592.0740384883438,1.1908515853094215,0,METER000080,Ginestas,FRA,A9,43.2665,2.8704
2015-01-01T01:00:00+01:00,581.9521229827944,1.1537984221984394,0,METER000081,Cape Town,ZAF,11,-33.9167,18.4167
2015-01-01T01:00:00+01:00,622.696818487305,1.1730237529737846,0,METER000082,Fourmile,USA,KY,36.7934,-83.7419
2015-01-01T01:00:00+01:00,623.1210673631747,1.1923127283816182,0,METER000083,S�o Paulo,BRA,27,-23.4733,-46.6658
2015-01-01T01:00:00+01:00,575.6699373904672,1.1842456751036388,0,METER000084,Kirchhain,DEU,5,50.8167,8.9667
2015-01-01T01:00:00+01:00,579.0807060814806,1.1862904117188442,0,METER000085,Bom Princ�pio,BRA,23,-27.8,-54.7667
2015-01-01T01:00:00+01:00,598.1043943019126,1.2074308796346223,0,METER000086,Rzymkowice,POL,79,50.4966,17.6778
2015-01-01T01:00:00+01:00,595.5103685114761,1.2263172247147964,0,METER000087,Samdhin,IND,36,27.1371,79.7011
2015-01-01T01:00:00+01:00,582.5582759290453,1.182617031372357,0,METER000088,Umatilla,USA,OR,45.9005,-119.339
2015-01-01T01:00:00+01:00,607.8140015393981,1.2163148332019653,0,METER000089,Kolbudy G�rne,POL,31,54.2667,18.4667
2015-01-01T01:00:00+01:00,627.9084926288539,1.196525557958464,0,METER000090,Weris,BEL,6,50.3333,5.5333
2015-01-01T01:00:00+01:00,589.9263943673491,1.2112425209511486,0,METER000091,Notz,FRA,A3,46.8819,1.7371
2015-01-01T01:00:00+01:00,646.4254505685723,1.2415848590476322,0,METER000092,Cs�voly,HUN,1,46.1892,19.1467
2015-01-01T01:00:00+01:00,620.2710363644777,1.1958279330365418,0,METER000093,San Juan De Urab�,COL,2,8.7631,-76.53
2015-01-01T01:00:00+01:00,600.4456004573477,1.2258384198818764,0,METER000094,La Galmadi�re,FRA,B5,48.25,0.3167
2015-01-01T01:00:00+01:00,573.7627971255192,1.1806352632011845,0,METER000095,Mirgaudon,FRA,A3,48.55,2.1333
2015-01-01T01:00:00+01:00,590.881455922383,1.197040025823098,0,METER000096,Zlutice,CZE,81,50.0907,13.1628
2015-01-01T01:00:00+01:00,631.0752466900802,1.2281354207952653,0,METER000097,Cambes,FRA,97,44.5943,0.2875
2015-01-01T01:00:00+01:00,611.3301818776083,1.1685386836610188,0,METER000098,Lacroix-barrez,FRA,B3,44.7801,2.6376
2015-01-01T01:00:00+01:00,618.5312147807825,1.2261867872081125,0,METER000099,Tamarac,BRA,30,-7.8,-34.85
2015-01-01T01:00:00+01:00,581.8635983543194,1.1754059324052786,0,METER000100,Arkhangelsk,RUS,83,55.45,41.5481
2015-01-01T01:00:00+01:00,605.1464306006429,1.223945341223743,0,METER000101,Al Mudawwar,LBN,4,33.9,35.5333
2015-01-01T01:00:00+01:00,607.0523102484806,1.1972771185521451,0,METER000102,L�ngsele,SWE,24,63.1833,17.0667
2015-01-01T01:00:00+01:00,616.685853659831,1.2365764805629955,0,METER000103,Civrieux,FRA,B9,45.8596,4.7132
2015-01-01T01:00:00+01:00,566.2952684662203,1.189600379228989,0,METER000104,Kleppest�,NOR,7,60.4084,5.2276
2015-01-01T01:00:00+01:00,596.4782266851828,1.2396610394157532,0,METER000105,Kramarzyny,POL,60,54.05,17.2333
2015-01-01T01:00:00+01:00,574.159920936822,1.2051105545170517,0,METER000106,Lourmarin,FRA,B8,43.766,5.3667
2015-01-01T01:00:00+01:00,570.4659687200814,1.1881324181443624,0,METER000107,William,USA,WV,39.172,-79.4925
2015-01-01T01:00:00+01:00,590.6371252897771,1.1766894714081333,0,METER000108,Kleinst�bing,AUT,6,47.1833,15.3167
2015-01-01T01:00:00+01:00,604.4299760131556,1.1806924241995773,0,METER000109,Knud,DNK,11,55.3167,9.6
2015-01-01T01:00:00+01:00,605.3254916676816,1.2032913115119872,0,METER000110,Marmagne,FRA,A3,47.1,2.2833
2015-01-01T01:00:00+01:00,610.3889853655445,1.2053949346319979,0,METER000111,Mariendorf,DEU,12,54.3333,13.6833
2015-01-01T01:00:00+01:00,617.7409779743489,1.22011415041315,0,METER000112,Birch Grove,CAN,NS,46.1218,-59.9527
2015-01-01T01:00:00+01:00,575.1864438692936,1.2013164271649062,0,METER000113,Cassaber,FRA,97,43.4911,-1.0108
2015-01-01T01:00:00+01:00,586.4538917935959,1.195839803016469,0,METER000114,Morgan,USA,PA,40.3518,-80.148
2015-01-01T01:00:00+01:00,615.9816700706366,1.22394344961271,0,METER000115,Majdan Stary,POL,75,50.3667,22.8889
2015-01-01T01:00:00+01:00,584.2032535594485,1.1521525059681503,0,METER000116,Pasuruan,IDN,8,-7.6453,112.9075
2015-01-01T01:00:00+01:00,606.574235695947,1.2239015708701655,0,METER000117,Mystkowiec,POL,78,52.6328,21.2604
2015-01-01T01:00:00+01:00,600.4359831467423,1.2011242185479645,0,METER000118,Ch�telus,FRA,98,46.1929,3.7333
2015-01-01T01:00:00+01:00,574.7650347696556,1.1769867138954193,0,METER000119,Tanjil South,AUS,7,-38.1167,146.25
2015-01-01T01:00:00+01:00,641.9440217488102,1.259564459440423,0,METER000120,Saucedilla,ESP,57,39.8528,-5.6778
2015-01-01T01:00:00+01:00,602.8807894964586,1.2167890576287923,0,METER000121,La Palme,FRA,0,42.9752,2.9924
2015-01-01T01:00:00+01:00,590.9444550692392,1.1900664157109735,0,METER000122,Thurleigh,GBR,Z5,52.2,-0.45
2015-01-01T01:00:00+01:00,630.1511954481854,1.200953808741405,0,METER000123,Lekno,POL,86,52.8426,17.3015
2015-01-01T01:00:00+01:00,579.405139164671,1.1542901410797912,0,METER000124,Santo Expedito,BRA,27,-21.8167,-51.3667
2015-01-01T01:00:00+01:00,567.201485838631,1.1596401807763568,0,METER000125,Oxley Island,AUS,2,-31.9167,152.5667
2015-01-01T01:00:00+01:00,562.2483578338251,1.1304778901130865,0,METER000126,Mogi-mirim,BRA,27,-22.4333,-46.95
2015-01-01T01:00:00+01:00,576.5490666651465,1.1262214245455275,0,METER000127,Edmonton,CAN,AB,53.55,-113.5
2015-01-01T01:00:00+01:00,609.8820493336528,1.202941966452394,0,METER000128,Alphaville,BRA,27,-23.4752,-46.8912
2015-01-01T01:00:00+01:00,600.6724399892225,1.237563121944216,0,METER000129,Kipling,CAN,SK,50.1,-102.6343
2015-01-01T01:00:00+01:00,579.3185621464379,1.184963526603287,0,METER000130,Arrien-en-bethmale,FRA,B3,42.8963,1.0429
2015-01-01T01:00:00+01:00,579.035850699138,1.159767552279713,0,METER000131,Istanbul,TUR,34,40.9077,29.2729
2015-01-01T01:00:00+01:00,610.6643251600028,1.1840441265160448,0,METER000132,Lavoute,FRA,98,45.1186,3.9063
2015-01-01T01:00:00+01:00,610.1804940040697,1.227464036735379,0,METER000133,�ngelholm,SWE,27,56.2428,12.8622
2015-01-01T01:00:00+01:00,624.9408242550153,1.1963907207353963,0,METER000134,Landsdale,AUS,8,-31.8075,115.866
2015-01-01T01:00:00+01:00,595.0817368723551,1.1881033601829365,0,METER000135,Banjole,HRV,4,44.825,13.8661
